ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
848572,                  Vase Lavina white 50cm,   26.99,       0,   37.79,     1,        35,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             35,1,          white,        H50xD27,              848556,36,
848573,                  Vase Lavina white 70cm,      62,       0,      87,     1,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             16,1,          white,        H70xD30,              848556,17,
848574,                  Vase Lavina white 90cm,      87,       0,     122,     1,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              7,1,          white,        H90xD33,              848556,7,
848575,                Schale Lavina white 50cm,   29.99,       0,   41.99,     1,        22,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             22,1,          white,        D50xH11,              848556,22,
848576,            Kübel Massa powder pink 12cm,    3.99,       0,    5.09,     8,       392,21.06.2021,240  ,16.08.2021,80   ,18.10.2021,80   ,                       KERAMIK,                         KÜBEL,             -8,1,    powder pink,        D12xH10,              848514,96,
848577,                   Kübel Massa teal 12cm,    3.99,       0,    5.09,     8,       192,21.06.2021,160  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,          teal ,        D12xH10,              848514,104,
848578,             Kübel Massa chinchilla 12cm,    3.99,       0,    5.09,     8,       280,21.06.2021,192  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             88,1,     chinchilla,        D12xH10,              848514,120,
848579,                  Kübel Lavina teal 12cm,    4.99,       0,    6.99,     8,       376,21.06.2021,320  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             56,1,           teal,        D12xH14,              848556,136,
848580,                  Kübel Lavina teal 15cm,    6.59,       0,    9.29,     6,       270,21.06.2021,270  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              0,1,           teal,        D15xH17,              848556,66,
848581,                  Kübel Lavina teal 18cm,    7.99,       0,   11.19,     4,       192,21.06.2021,180  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,1,           teal,        D18xH20,              848556,56,
848582,                  Kübel Lavina teal 23cm,   10.99,       0,   15.39,     2,        80,21.06.2021,90   ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            -10,1,           teal,        D23xH25,              848556,26,
848583,                  Kübel Lavina teal 28cm,   17.59,       0,   24.69,     1,        61,21.06.2021,50   ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             11,1,           teal,        D28xH30,              848556,25,
848584,                   Vase Lavina teal 35cm,   14.99,       0,   20.99,     2,        64,21.06.2021,80   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            -16,1,           teal,        H35xD22,              848556,20,
848585,                   Vase Lavina teal 50cm,   26.99,       0,   37.79,     1,        40,21.06.2021,40   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              0,1,           teal,        H50xD27,              848556,14,
848586,                   Vase Lavina teal 70cm,      62,       0,      87,     1,        33,21.06.2021,20   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             13,1,           teal,        H70xD30,              848556,18,
848587,                   Vase Lavina teal 90cm,      87,       0,     122,     1,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             11,1,           teal,        H90xD33,              848556,12,
848588,                 Schale Lavina teal 50cm,   29.99,       0,   39.99,     1,        20,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             20,1,           teal,        D50xH11,              848556,24,
848633,               Kübel Bruna wollweiß 14cm,    4.89,       0,    6.89,     8,        96,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -8,1,      wollweiß ,        D14xH14,              848633,0,
848634,               Kübel Bruna wollweiß 16cm,    5.79,       0,    8.19,     8,        96,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -8,1,       wollweiß,        D16xH16,              848633,0,
848635,               Kübel Bruna wollweiß 18cm,    7.29,       0,   10.29,     6,        72,16.08.2021,78   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -6,1,       wollweiß,        D18xH18,              848633,0,
848636,               Kübel Bruna wollweiß 20cm,    8.99,       0,   12.59,     4,        48,16.08.2021,52   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -4,1,       wollweiß,        D20xH20,              848633,0,
848637,                Kübel Bruna caramel 14cm,    4.89,       0,    6.89,     8,        88,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,            -16,1,        caramel,        D14xH14,              848633,0,
848638,                Kübel Bruna caramel 16cm,    5.79,       0,    8.19,     8,        88,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,            -16,1,        caramel,        D16xH16,              848633,0,
848639,                Kübel Bruna caramel 18cm,    7.29,       0,   10.29,     6,        66,16.08.2021,78   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,            -12,1,        caramel,        D18xH18,              848633,0,
848640,                Kübel Bruna caramel 20cm,    8.99,       0,   12.59,     4,        48,16.08.2021,52   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -4,1,        caramel,        D20xH20,              848633,0,
848641,             Kübel Bruna eukalyptus 14cm,    4.89,       0,    6.89,     8,        96,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -8,1,    eukalyptus ,        D14xH14,              848633,0,
848642,             Kübel Bruna eukalyptus 16cm,    5.79,       0,    8.19,     8,        96,16.08.2021,104  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -8,1,    eukalyptus ,        D16xH16,              848633,0,
848643,             Kübel Bruna eukalyptus 18cm,    7.29,       0,   10.29,     6,        72,16.08.2021,78   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -6,1,    eukalyptus ,        D18xH18,              848633,0,
848644,             Kübel Bruna eukalyptus 20cm,    8.99,       0,   12.59,     4,        48,16.08.2021,52   ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,             -4,1,    eukalyptus ,        D20xH20,              848633,0,
848645,                Kübel Lavina bronze 12cm,    4.99,       0,    6.99,     8,       240,16.08.2021,200  ,18.10.2021,200  ,          ,     ,                        HW2021,                         KÜBEL,           -160,1,         bronze,        D12xH14,              848556,0,
848646,                Kübel Lavina bronze 15cm,    6.59,       0,    9.29,     6,       396,16.08.2021,270  ,18.10.2021,270  ,          ,     ,                       KERAMIK,                         KÜBEL,           -144,1,         bronze,        D15xH17,              848556,0,
848647,                Kübel Lavina bronze 18cm,    7.99,       0,   11.19,     4,       176,16.08.2021,140  ,18.10.2021,140  ,          ,     ,                       KERAMIK,                         KÜBEL,           -104,1,         bronze,        D18xH20,              848556,0,
848648,                Kübel Lavina bronze 23cm,   10.99,       0,   15.39,     2,        58,16.08.2021,60   ,18.10.2021,60   ,          ,     ,                       KERAMIK,                         KÜBEL,            -62,1,         bronze,        D23xH25,              848556,0,
848649,                Kübel Lavina bronze 28cm,   17.59,       0,   24.69,     1,        43,16.08.2021,50   ,18.10.2021,30   ,          ,     ,                       KERAMIK,                         KÜBEL,            -37,1,         bronze,        D28xH30,              848556,0,
848650,                 Vase Lavina bronze 35cm,   14.99,       0,   20.99,     2,        32,16.08.2021,60   ,18.10.2021,20   ,          ,     ,                       KERAMIK,                         VASEN,            -48,1,         bronze,        H35xD22,              848556,0,
848651,                 Vase Lavina bronze 50cm,   26.99,       0,   37.79,     1,        21,16.08.2021,40   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,            -29,1,         bronze,        H50xD27,              848556,0,
848652,                 Vase Lavina bronze 70cm,      62,       0,      87,     1,        23,16.08.2021,30   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,            -17,1,         bronze,        H70xD30,              848556,0,
848653,                 Vase Lavina bronze 90cm,      87,       0,     122,     1,         8,16.08.2021,20   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            -12,1,         bronze,        H90xD33,              848556,0,
848654,               Schale Lavina bronze 50cm,   29.99,       0,   39.99,     1,        41,16.08.2021,25   ,18.10.2021,25   ,          ,     ,                       KERAMIK,                       SCHALEN,             -9,1,         bronze,        D50xH11,              848556,0,
848655,              Kübel Massa the green 12cm,    3.99,       0,    5.09,     8,        80,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -160,1,      the green,        D12xH10,              848514,0,
848656,              Kübel Massa the green 14cm,    4.59,       0,    6.49,     8,       104,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -136,1,      the green,        D14xH11,              848514,0,
848657,              Kübel Massa the green 16cm,    5.59,       0,    7.89,     8,       104,16.08.2021,120  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -136,1,      the green,      D16xH12.5,              848514,0,
848658,              Kübel Massa the green 19cm,    6.99,       0,    9.79,     6,        30,16.08.2021,60   ,18.10.2021,60   ,          ,     ,                       KERAMIK,                         KÜBEL,            -90,1,      the green,        D19xH15,              848514,0,
848659,              Kübel Massa the green 21cm,    8.59,       0,   12.09,     4,        24,16.08.2021,40   ,18.10.2021,40   ,          ,     ,                       KERAMIK,                         KÜBEL,            -56,1,      the green,      D21xH16.5,              848514,0,
848660,              Kübel Massa the green 25cm,   10.59,       0,   14.89,     2,        28,16.08.2021,30   ,18.10.2021,30   ,          ,     ,                       KERAMIK,                         KÜBEL,            -32,1,      the green,      D25xH19.5,              848514,0,
848661,              Kübel Massa the green 30cm,   15.59,       0,   21.89,     1,        12,16.08.2021,25   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         KÜBEL,            -23,1,      the green,        D30xH23,              848514,0,
848662,              Kübel Massa the green 35cm,   24.99,       0,   34.99,     1,        12,16.08.2021,15   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         KÜBEL,            -13,1,      the green,        D35xH27,              848514,0,
848663,               Vase Massa the green 50cm,   26.99,       0,   37.79,     1,        18,16.08.2021,20   ,18.10.2021,20   ,          ,     ,                       KERAMIK,                         VASEN,            -22,1,     the green ,        H50xD25,              848514,0,
848664,          Bodenvase Massa the green 70cm,      59,       0,      84,     1,        15,16.08.2021,20   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,            -15,1,      the green,        H70xD30,              848514,0,
848665,          Bodenvase Massa the green 90cm,      86,       0,     119,     1,        15,16.08.2021,10   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,             -5,1,     the green ,        H90xD33,              848514,0,
848666,             Schale Massa the green 25cm,    7.99,       0,   11.19,     2,        30,16.08.2021,26   ,18.10.2021,26   ,          ,     ,                       KERAMIK,                       SCHALEN,            -22,1,     the green ,        D25xH13,              848514,0,
848667,             Schale Massa the green 30cm,   10.59,       0,   14.99,     2,        18,16.08.2021,16   ,18.10.2021,16   ,          ,     ,                       KERAMIK,                       SCHALEN,            -14,1,      the green,        D30xH15,              848514,0,
848668,         Hängeampel Massa the green 19cm,    9.29,       0,   12.99,     4,        60,16.08.2021,40   ,18.10.2021,40   ,          ,     ,                       KERAMIK,                   HÄNGEAMPELN,            -20,1,      the green,        D19xH14,              848514,0,
848669,         Hängeampel Massa the green 21cm,   10.59,       0,   14.89,     2,        50,16.08.2021,30   ,18.10.2021,30   ,          ,     ,                       KERAMIK,                   HÄNGEAMPELN,            -10,1,      the green,      D21xH16.5,              848514,0,
848670,             Kübel Massa dark berry 12cm,    3.99,       0,    5.09,     8,       232,16.08.2021,240  ,18.10.2021,240  ,          ,     ,                       KERAMIK,                         KÜBEL,           -248,1,     dark berry,        D12xH10,              848514,0,
848671,             Kübel Massa dark berry 14cm,    4.59,       0,    6.49,     8,       144,16.08.2021,240  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -216,1,     dark berry,        D14xH11,              848514,0,
848672,             Kübel Massa dark berry 16cm,    5.59,       0,    7.89,     8,        88,16.08.2021,160  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -192,1,     dark berry,      D16xH12.5,              848514,0,
848673,             Kübel Massa dark berry 19cm,    6.99,       0,    9.79,     6,        90,16.08.2021,102  ,18.10.2021,120  ,          ,     ,                       KERAMIK,                         KÜBEL,           -132,1,     dark berry,        D19xH15,              848514,0,
848674,             Kübel Massa dark berry 21cm,    8.59,       0,   12.09,     4,        44,16.08.2021,60   ,18.10.2021,60   ,          ,     ,                       KERAMIK,                         KÜBEL,            -76,1,     dark berry,      D21xH16.5,              848514,0,
848675,             Kübel Massa dark berry 25cm,   10.59,       0,   14.89,     2,        42,16.08.2021,40   ,18.10.2021,40   ,          ,     ,                       KERAMIK,                         KÜBEL,            -38,1,     dark berry,      D25xH19.5,              848514,0,
848676,             Kübel Massa dark berry 30cm,   15.59,       0,   21.89,     1,        20,16.08.2021,40   ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            -20,1,     dark berry,        D30xH23,              848514,0,
848677,             Kübel Massa dark berry 35cm,   24.99,       0,   34.99,     1,        18,16.08.2021,30   ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            -12,1,     dark berry,        D35xH27,              848514,0,
848678,              Vase Massa dark berry 50cm,   26.99,       0,   37.79,     1,        14,16.08.2021,40   ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            -26,1,     dark berry,        H50xD25,              848514,0,
848679,         Bodenvase Massa dark berry 70cm,      59,       0,      84,     1,        18,16.08.2021,15   ,18.10.2021,15   ,          ,     ,                       KERAMIK,                         VASEN,            -12,1,     dark berry,        H70xD30,              848514,0,
848680,         Bodenvase Massa dark berry 90cm,      86,       0,     119,     1,        16,16.08.2021,10   ,18.10.2021,10   ,          ,     ,                       KERAMIK,                         VASEN,             -4,1,     dark berry,        H90xD33,              848514,0,
848681,            Schale Massa dark berry 25cm,    7.99,       0,   11.19,     2,        26,16.08.2021,60   ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            -34,1,     dark berry,        D25xH13,              848514,0,
848682,            Schale Massa dark berry 30cm,   10.59,       0,   14.99,     2,        16,16.08.2021,40   ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            -24,1,     dark berry,        D30xH15,              848514,0,
848683,        Hängeampel Massa dark berry 19cm,    9.29,       0,   12.99,     4,        48,16.08.2021,32   ,18.10.2021,32   ,          ,     ,                       KERAMIK,                   HÄNGEAMPELN,            -16,1,     dark berry,        D19xH14,              848514,0,
848684,        Hängeampel Massa dark berry 21cm,   10.59,       0,   14.89,     2,        34,16.08.2021,20   ,18.10.2021,20   ,          ,     ,                       KERAMIK,                   HÄNGEAMPELN,             -6,1,     dark berry,      D21xH16.5,              848514,0,
849123,                  Kübel Romeo beige 24cm,    5.99,       0,       0,     2,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             12, ,undefiniert,             24,                    ,12,
849203,       Kugeltopf Reptila brown skin 22cm,    7.99,       0,   11.19,     4,        31,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             31,1,     brown skin,        D22xH20,              849200,31,
849218,            Vase Quila vulcano weiß 30cm,    4.99,       0,    6.99,     2,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             18,1,   vulcano weiß,        D16xH30,              849215,18,
849224,         Vase Quila vulcano altrosa 40cm,    6.99,       0,    9.89,     1,        29,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             29,1,vulcano altrosa,        D20xH40,              849215,29,
849228,             Vase Sherpa grey-stone 40cm,   19.99,       0,   27.99,     2,        19,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             19,1,     grey-stone,      D19.5xH40,              849225,19,
849229,             Vase Sherpa grey-stone 50cm,   24.99,       0,   34.99,     1,        13,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             13,1,     grey-stone,      D22.5XH50,              849225,13,
849230,           Schale Sherpa grey-stone 25cm,    7.29,       0,   10.19,     6,        41,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             41,1,     grey-stone,      D25xH10.5,              849225,41,
849232,           Schale Sherpa grey-stone 36cm,   15.99,       0,   22.39,     1,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             11,1,     grey-stone,        D36xH17,              849225,11,
849234,      Boot-Schale Sherpa grey-stone 60cm,   17.29,       0,   24.19,     1,        10,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             10,1,     grey-stone,        D60xH17,              849225,10,
849236,  Boot-Jardiniere Sherpa grey-stone 34cm,   12.29,       0,   17.19,     1,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             24,1,     grey-stone,      D34xH24.5,              849225,24,
849237,  Boot-Jardiniere Sherpa grey-stone 41cm,   14.79,       0,   20.69,     1,        22,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             22,1,     grey-stone,        D41xH30,              849225,22,
849238,  Boot-Jardiniere Sherpa grey-stone 47cm,   15.99,       0,   22.39,     1,        25,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             25,1,     grey-stone,      D47xH33.5,              849225,25,
849259,          Kübel Dirame blue antique 24cm,    7.99,       0,   11.19,     2,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,   blue antique,        D24xH22,              849256,44,
849260,          Kübel Dirame blue antique 29cm,   10.99,       0,   15.39,     1,        46,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             46,1,   blue antique,        D29xH26,              849256,50,
849261,          Kübel Dirame blue antique 35cm,   19.99,       0,   27.99,     1,        53,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             53,1,   blue antique,        D35xH31,              849256,53,
849262,          Kübel Dirame blue antique 33cm,   24.99,       0,   34.99,     1,        37,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             37,1,   blue antique,        D39xH35,              849256,37,
849263,           Vase Dirame blue antique 25cm,    9.99,       0,   13.99,     4,        20,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             20,1,   blue antique,        D17xH25,              849256,20,
849264,           Vase Dirame blue antique 30cm,   14.99,       0,   20.99,     2,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              3,1,   blue antique,        D19xH30,              849256,3,
849265,           Vase Dirame blue antique 50cm,   22.99,       0,   32.19,     1,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             11,1,   blue antique,        D26xH50,              849256,11,
849274,                Kugeltopf Kada grau 25cm,    4.99,       0,    6.99,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,           grau,        D25xH23,              849270,1,
849278,                     Vase Kada grau 30cm,    4.99,       0,    6.99,     4,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             11,1,           grau,        D19xH30,              849270,11,
849279,                     Vase Kada grau 50cm,   11.99,       0,   16.79,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              4,1,           grau,        D21xH50,              849270,4,
849280,                     Vase Kada grau 70cm,   22.99,       0,   32.19,     1,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              2,1,           grau,        D23xH70,              849270,2,
849282,                   Schale Kada grau 20cm,    2.59,       0,    3.59,     6,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             16,1,           grau,        D20xH10,              849270,16,
849283,                   Schale Kada grau 23cm,    2.99,       0,    4.19,     6,        78,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             78,1,           grau,        D23xH11,              849270,78,
850206,                   Vase Peroni weiß 38cm,   39.99,       0,      55,     1,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              2,1,           weiß,        D45xH38,              850205,2,
850207,                   Vase Peroni weiß 47cm,   35.99,       0,      49,     1,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              8,1,           weiß,        D28xH47,              850205,8,
850210,                 Kübel Twister grau 17cm,    2.99,       0,    4.19,     4,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,1,           grau,        D17xH14,              850210,12,
850212,                 Kübel Twister grau 21cm,    3.99,       0,    5.59,     2,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              6,1,           grau,        D21xH18,              850210,6,
850213,                 Kübel Twister grau 25cm,    5.99,       0,    8.39,     1,         9,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              9,1,           grau,        D25xH22,              850210,9,
850214,                 Kübel Twister grau 29cm,    9.99,       0,   13.99,     1,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             16,1,           grau,        D29xH26,              850210,16,
850216,                 Kübel Twister mint 17cm,    2.99,       0,    4.19,     4,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              4,1,           mint,        D17xH14,              850210,4,
850218,                 Kübel Twister mint 21cm,    3.99,       0,    5.59,     2,        28,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             28,1,           mint,        D21xH18,              850210,28,
850219,                 Kübel Twister mint 25cm,    5.99,       0,    8.39,     1,        19,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             19,1,           mint,        D25xH22,              850210,19,
850220,                 Kübel Twister mint 29cm,    9.99,       0,   13.99,     1,        14,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             14,1,           mint,        D29xH26,              850210,14,
850221,                 Kübel Twister mint 33cm,   13.99,       0,   19.99,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              3,1,           mint,        D33xH30,              850210,3,
850224,                 Kübel Twister rosa 21cm,    3.99,       0,    5.59,     2,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,1,           rosa,        D21xH18,              850210,12,
850226,                 Kübel Twister rosa 29cm,    9.99,       0,   13.99,     1,        19,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             19,1,           rosa,        D29xH26,              850210,19,
850329,            Vase Avalon green pearl 25cm,    7.99,       0,   17.99,     2,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              2,1,    green pearl,        H25xD16,              850326,2,
850330,          Schale Avalon green pearl 26cm,    9.99,       0,   18.99,     4,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              2,1,    green pearl,        D26xH11,              850326,2,
850341,        Kübel Alambra green antiqua 24cm,   12.99,       0,   18.19,     1,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              7,1,  green antiqua,        D24xH21,              850337,7,
850343,         Vase Alambra green antiqua 47cm,   19.99,       0,      49,     1,         7,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              7,1,  green antiqua,        H47xD28,              850337,7,
850344,         Vase Alambra green antiqua 60cm,   29.99,       0,      77,     1,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             12,1,  green antiqua,        H60xD28,              850337,12,
850346,    Kugelvase Alambra green antiqua 46cm,   24.99,       0,      56,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              4,1,  green antiqua,        H38xD26,              850337,4,
850352,           Kübel Madleen grey brown 14cm,    5.59,       0,    7.79,     8,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              1,1,     grey brown,        D14xH14,              850347,1,
850361, Zylindervase Cos dark grey crumble 35cm,    9.99,       0,   13.99,     2,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18,1, d.grey crumble,        H35xD16,              850355,24,
850366,         Kübel Xocoa schwarz-lüster 21cm,   11.99,       0,   16.79,     2,        93,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             93,1, schwarz-lüster,        D21xH19,              850363,93,
850367,         Kübel Xocoa schwarz-lüster 25cm,   14.99,       0,   20.99,     1,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             60,1, schwarz-lüster,        D25xH23,              850363,60,
850368,         Kübel Xocoa schwarz-lüster 29cm,   19.99,       0,   27.99,     1,        52,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             52,1, schwarz-lüster,        D29xH27,              850363,52,
850369,         Kübel Xocoa schwarz-lüster 33cm,   24.99,       0,   34.99,     1,        26,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             26,1, schwarz-lüster,        D33xH31,              850363,26,
850371,          Vase Xocoa schwarz-lüster 20cm,    6.99,       0,    9.79,     4,        52,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             52,1, schwarz-lüster,            H20,              850363,52,
850372,          Vase Xocoa schwarz-lüster 30cm,   12.99,       0,   18.19,     2,        20,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             20,1, schwarz-lüster,            H30,              850363,20,
850374,            Kübel Ouvao brown crema 19cm,    4.99,       0,    6.99,     4,        52,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             52,1,    brown crema,        D19xH18,              850373,52,
850375,            Kübel Ouvao brown crema 24cm,    5.99,       0,    8.59,     1,        60,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             60,1,    brown crema,        D24xH23,              850373,60,
850378,          Kübel Giani rosé craquelé 13cm,    3.99,       0,    5.59,    12,       240,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            240,1,  rosé craquelé,        D13xH13,              850378,240,
850379,          Kübel Giani rosé craquelé 15cm,    5.99,       0,    8.39,     6,       168,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            168,1,  rosé craquelé,        D15xH15,              850378,168,
850380,          Kübel Giani rosé craquelé 18cm,    7.99,       0,   11.19,     4,       120,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            120,1,  rosé craquelé,        D18xH18,              850378,120,
850381,          Kübel Giani rosé craquelé 23cm,    9.99,       0,   13.99,     2,        78,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             78,1,  rosé craquelé,        D23xH23,              850378,78,
850382,          Kübel Giani weiß craquelé 13cm,    3.99,       0,    5.59,    12,       228,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            228,1,  weiß craquelé,        D13xH13,              850378,228,
850383,          Kübel Giani weiß craquelé 15cm,    5.99,       0,    8.39,     6,       156,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            156,1,  weiß craquelé,        D15xH15,              850378,156,
850384,          Kübel Giani weiß craquelé 18cm,    7.99,       0,   11.19,     4,       120,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            120,1,  weiß craquelé,        D18xH18,              850378,120,
850385,          Kübel Giani weiß craquelé 23cm,    9.99,       0,   13.99,     2,        58,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             58,1,  weiß craquelé,        D23xH23,              850378,58,
850386,           Kübel Vulcano soft white 12cm,    3.99,       0,    5.59,    12,       240,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            240,1,     soft white,        D12xH11,              850386,252,
